Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
bilirubin in plasma,2341-6,glucose mass volume blood test strip manual,glucose,blood,mass concentration,mass volume,0.09144329
bilirubin in plasma,81637-1,glucose meter reference method correlation ratio serum plasma blood calculation,glucose meter reference method correlation,serum plasma blood,ratio,ratio,0.17024088
bilirubin in plasma,14760-3,glucose mole volume capillary blood 2 hour post meal,glucose 2h post meal,bldc,substance concentration,mole volume,0.075662956
bilirubin in plasma,6689-4,glucose mass volume blood 2 hour post meal,glucose 2h post meal,blood,mass concentration,mass volume,0.07248551
bilirubin in plasma,77145-1,fasting glucose mole volume serum plasma blood,glucose post cfst,serum plasma blood,substance concentration,mole volume,0.18895388
bilirubin in plasma,13453-6,deprecated glucose mean value,glucose mean value,blood,amount concentration,,0.09921804
bilirubin in plasma,77677-3,glucose mole volume serum plasma blood 2 hour post meal,glucose 2h post meal,serum plasma blood,substance concentration,mole volume,0.17599301
bilirubin in plasma,104873-5,glucose dumping syndrome panel serum plasma blood,glucose dumping syndrome panel,serum plasma blood,,,0.16369887
bilirubin in plasma,11047-8,glucose phosphate isomerase enzymatic activity volume red blood cell,glucose phosphate isomerase,red blood cells,cell concentration,enzymatic activity volume,0.14556715
bilirubin in plasma,44050-3,glucose phosphate isomerase enzymatic activity mass red blood cell,glucose phosphate isomerase,red blood cells,ccnt,enzymatic activity mass,0.09886151
bilirubin in plasma,104875-0,hematocrit volume fraction blood 30 minute post dose glucose,hematocrit 30m post dose glucose,blood,vfr,volume fraction,0.09420142
bilirubin in plasma,104880-0,hematocrit volume fraction blood 3 hour post dose glucose,hematocrit 3h post dose glucose,blood,vfr,volume fraction,0.09343489
bilirubin in plasma,79469-3,uridine diphosphate glucose 4 epimerase enzymatic activity mass red blood cell,uridine diphosphate glucose 4 epimerase,red blood cells,ccnt,enzymatic activity mass,0.08704698
bilirubin in plasma,62851-1,phenx fasting plasma glucose diabetes screening blood draw protocol 140801,phenx fasting plasma glucose diabetes screening blood draw protocol 140801,patient,,,0.055050693
bilirubin in plasma,104876-8,hematocrit volume fraction blood 1 hour post dose glucose,hematocrit 1h post dose glucose,blood,vfr,volume fraction,0.093230866
bilirubin in plasma,104879-2,hematocrit volume fraction blood 2 5 hour post dose glucose,hematocrit 2 5h post dose glucose,blood,vfr,volume fraction,0.09351819
bilirubin in plasma,104878-4,hematocrit volume fraction blood 2 hour post dose glucose,hematocrit 2h post dose glucose,blood,vfr,volume fraction,0.09243795
bilirubin in plasma,62850-3,deprecated phenx measure fasting plasma glucose diabetes screening blood draw,phenx measure fasting plasma glucose diabetes screening blood draw,patient,,,0.057932597
bilirubin in plasma,104877-6,hematocrit volume fraction blood 1 5 hour post dose glucose,hematocrit 1 5h post dose glucose,blood,vfr,volume fraction,0.09402474
bilirubin in plasma,96045-0,osmotic fragility red blood cell 10 glucose 48 hour 37 degree component incubation,osmotic fragility 10 glucose 48h 37 deg component incubation,red blood cells,nfr,,0.08410512
bilirubin in plasma,49502-8,glucose 6 phosphate dehydrogenase entitic catalytic activity blood,glucose 6 phosphate dehydrogenase,blood,entcat,entitic catalytic activity,0.09290465
bilirubin in plasma,74542-2,pyruvate kinase glucose 6 phosphate dehydrogenase enzymatic activity ratio red blood cell,pyruvate kinase glucose 6 phosphate dehydrogenase,red blood cells,crto,enzymatic activity ratio,0.09826979
bilirubin in plasma,32779-1,glucose 6 phosphatase enzymatic activity volume red blood cell,glucose 6 phosphatase,red blood cells,cell concentration,enzymatic activity volume,0.10844131
bilirubin in plasma,2357-2,glucose 6 phosphate dehydrogenase enzymatic activity volume red blood cell,glucose 6 phosphate dehydrogenase,red blood cells,cell concentration,enzymatic activity volume,0.14110701
bilirubin in plasma,32546-4,glucose 6 phosphate dehydrogenase enzymatic activity mass red blood cell,glucose 6 phosphate dehydrogenase,red blood cells,ccnt,enzymatic activity mass,0.09700259
bilirubin in plasma,71593-8,glucose 6 phosphate dehydrogenase enzymatic activity substance red blood cell,glucose 6 phosphate dehydrogenase,red blood cells,csub,enzymatic activity substance,0.1095154
bilirubin in plasma,33287-4,glucose 6 phosphate dehydrogenase presence db,glucose 6 phosphate dehydrogenase,blood dot,prthr,presence,0.06977275
bilirubin in plasma,2356-4,glucose 6 phosphate dehydrogenase presence red blood cell,glucose 6 phosphate dehydrogenase,red blood cells,prthr,presence,0.07980876
bilirubin in plasma,42319-4,glucose 6 phosphate dehydrogenase phenotype interpretation red blood cell,glucose 6 phosphate dehydrogenase phenotype,red blood cells,imp,interpretation,0.07615217
bilirubin in plasma,74469-8,glucose 6 phosphate dehydrogenase pyruvate kinase ratio blood,glucose 6 phosphate dehydrogenase pyruvate kinase,blood,ratio,ratio,0.08719382
bilirubin in plasma,58089-4,glucose 6 phosphate dehydrogenase newborn screen interpretation,glucose 6 phosphate dehydrogenase,blood dot,imp,,0.07057775
bilirubin in plasma,49925-1,glucose 6 phosphate dehydrogenase enzymatic activity mass red blood cell glock mclean,glucose 6 phosphate dehydrogenase,red blood cells,ccnt,enzymatic activity mass,0.09987821
bilirubin in plasma,49926-9,glucose 6 phosphate dehydrogenase enzymatic activity mass red blood cell method,glucose 6 phosphate dehydrogenase,red blood cells,ccnt,enzymatic activity mass,0.095930494
bilirubin in plasma,49266-0,glucose 6 phosphate dehydrogenase phenotype interpretation red blood cell narrative,glucose 6 phosphate dehydrogenase phenotype,red blood cells,imp,interpretation,0.0766503
bilirubin in plasma,58091-0,glucose 6 phosphate dehydrogenase newborn screen panel,glucose 6 phosphate dehydrogenase newborn screen panel,blood dot,,,0.058710314
bilirubin in plasma,58090-2,glucose 6 phosphate dehydrogenase newborn screening comment discussion,glucose 6 phosphate dehydrogenase newborn screening comment discussion,blood dot,txt,,0.061673235
bilirubin in plasma,2360-6,glucose 6 phosphate dehydrogenase enzymatic activity volume leukocyte,glucose 6 phosphate dehydrogenase,wbc,cell concentration,enzymatic activity volume,0.09803089
bilirubin in plasma,21680-4,g6pd gene mutation found identifier blood tissue molecular genetics method nominal,g6pd gene targeted mutation analysis,blood tissue,prid,identifier,0.047047872
bilirubin in plasma,94231-8,g6pd gene full mutation analysis blood tissue sequencing,g6pd gene full mutation analysis,blood tissue,find,,0.04653331
bilirubin in plasma,21681-2,g6pd gene mutation tested blood tissue molecular genetics method nominal,g6pd gene mutation tested,blood tissue,prid,,0.05565788
bilirubin in plasma,54234-0,cell count diff panel gluc prot body fluid,cell count differential panel glucose protein,body fluid,,,0.055958398
bilirubin in plasma,54230-8,cell count diff panel gluc prot cerebral spinal fluid,cell count differential panel glucose protein,cerebrospinal fluid,,,0.054698095
bilirubin in plasma,49862-6,g6pc gene targeted mutation analysis blood tissue molecular genetics method,g6pc gene targeted mutation analysis,blood tissue,find,,0.04873385
bilirubin in plasma,64082-1,bilirubin indirect mass volume cord blood,bilirubin non glucuronidated,coord blood,mass concentration,mass volume,0.48302126
bilirubin in plasma,78442-1,bilirubin indirect mole volume peritoneal fluid,bilirubin non glucuronidated,periton fluid,substance concentration,mole volume,0.46344614
bilirubin in plasma,29210-2,bilirubin indirect mass volume body fluid,bilirubin non glucuronidated,body fluid,mass concentration,mass volume,0.48196077
bilirubin in plasma,39463-5,bilirubin indirect mole volume body fluid,bilirubin non glucuronidated,body fluid,substance concentration,mole volume,0.46578467
bilirubin in plasma,75697-3,bilirubin fraction panel mole volume serum plasma,bilirubin fraction panel,serum plasma,substance concentration,mole volume,0.5590001
bilirubin in plasma,48623-3,bilirubin direct mass volume cord blood,bilirubin glucuronidated bilirubin albumin bound,coord blood,mass concentration,mass volume,0.47566333
bilirubin in plasma,56906-1,bilirubin direct mass volume peritoneal fluid,bilirubin glucuronidated bilirubin albumin bound,periton fluid,mass concentration,mass volume,0.47695506
bilirubin in plasma,56905-3,bilirubin direct mass volume pleural fluid,bilirubin glucuronidated bilirubin albumin bound,plr fluid,mass concentration,mass volume,0.46747893
bilirubin in plasma,14152-3,bilirubin direct mass volume body fluid,bilirubin glucuronidated bilirubin albumin bound,body fluid,mass concentration,mass volume,0.4838165
bilirubin in plasma,25564-6,bilirubin direct mole volume body fluid,bilirubin glucuronidated bilirubin albumin bound,body fluid,substance concentration,mole volume,0.46009505
bilirubin in plasma,44075-0,bilirubin cast presence urine sediment light microscopy,bilirubin cast,urine sed,prthr,presence,0.4431107
bilirubin in plasma,53083-2,bilirubin conjugated mole volume dialysis fluid,bilirubin glucuronidated,dial fluid,substance concentration,mole volume,0.45132804
bilirubin in plasma,72261-1,bilirubin excess mole volume serum cerebrospinal fluid,bilirubin excess,serum cerebrospinal fluid,substance concentration,mole volume,0.4713048
bilirubin in plasma,58941-6,bilirubin mass volume skin,bilirubin,skin,mass concentration,mass volume,0.7955932
bilirubin in plasma,77452-1,bilirubin presence peritoneal fluid,bilirubin,periton fluid,prthr,presence,0.7932907
bilirubin in plasma,72898-0,bilirubin mole volume skin,bilirubin,skin,substance concentration,mole volume,0.77437186
bilirubin in plasma,78441-3,bilirubin conjugated mole volume peritoneal fluid,bilirubin glucuronidated,periton fluid,substance concentration,mole volume,0.45805874
bilirubin in plasma,33458-1,bilirubin conjugated mass volume body fluid,bilirubin glucuronidated,body fluid,mass concentration,mass volume,0.47262886
bilirubin in plasma,39462-7,bilirubin conjugated mole volume body fluid,bilirubin glucuronidated,body fluid,substance concentration,mole volume,0.46059495
bilirubin in plasma,50041-3,bilirubin urobilinogen presence urine,bilirubin urobilinogen,urine,prthr,presence,0.43907195
bilirubin in plasma,58450-8,bilirubin presence urine confirmatory method,bilirubin,urine,prthr,presence,0.7689679
bilirubin in plasma,49763-6,bilirubin total mass volume pericardial fluid,bilirubin,pericard fluid,mass concentration,mass volume,0.8025987
bilirubin in plasma,1978-6,bilirubin total mass volume urine,bilirubin,urine,mass concentration,mass volume,0.79516894
bilirubin in plasma,1976-0,bilirubin total presence stool,bilirubin,stool,prthr,presence,0.7605909
bilirubin in plasma,1977-8,bilirubin total presence urine,bilirubin,urine,prthr,presence,0.770872
bilirubin in plasma,70199-5,bilirubin total mole volume urine,bilirubin,urine,substance concentration,mole volume,0.78064775
bilirubin in plasma,11132-8,deprecated bilirubin mass volume body fluid,bilirubin,body fluid,mass concentration,mass volume,0.7968092
bilirubin in plasma,42719-5,bilirubin total mass volume blood,bilirubin,blood,mass concentration,mass volume,0.8159082
bilirubin in plasma,14420-4,bilirubin total mass volume dialysis fluid,bilirubin,dial fluid,mass concentration,mass volume,0.8019769
bilirubin in plasma,14424-6,bilirubin total mass volume gastric fluid,bilirubin,gast fluid,mass concentration,mass volume,0.80089366
bilirubin in plasma,14422-0,bilirubin total mass volume peritoneal fluid,bilirubin,periton fluid,mass concentration,mass volume,0.8096103
bilirubin in plasma,14421-2,bilirubin total mass volume pleural fluid,bilirubin,plr fluid,mass concentration,mass volume,0.80026
bilirubin in plasma,33870-7,bilirubin total presence specimen,bilirubin,xxx,prthr,presence,0.7713787
bilirubin in plasma,54363-7,bilirubin total mole volume blood,bilirubin,blood,substance concentration,mole volume,0.7958349
bilirubin in plasma,54362-9,bilirubin total mole volume dialysis fluid,bilirubin,dial fluid,substance concentration,mole volume,0.7859268
bilirubin in plasma,39461-9,bilirubin total mole volume peritoneal fluid,bilirubin,periton fluid,substance concentration,mole volume,0.79178554
bilirubin in plasma,59827-6,bilirubin total mass volume arterial blood,bilirubin,blood group a,mass concentration,mass volume,0.81231093
bilirubin in plasma,59828-4,bilirubin total mass volume venous blood,bilirubin,blood group v,mass concentration,mass volume,0.8102015
