Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
bilirubin in plasma,57334-5,calcium mass volume 2 hour urine,calcium,urine,mass concentration,mass volume,0.07209291
bilirubin in plasma,12511-2,calcium mass volume 4 hour urine,calcium,urine,mass concentration,mass volume,0.07506185
bilirubin in plasma,27373-0,calcium mass volume dialysis fluid,calcium,dial fluid,mass concentration,mass volume,0.07706402
bilirubin in plasma,69425-7,calcium mass volume semen,calcium,semen,mass concentration,mass volume,0.07175973
bilirubin in plasma,94839-8,calcium mass volume urine fetus,calcium,urine fetus,mass concentration,mass volume,0.0732349
bilirubin in plasma,38250-7,calcium mass volume specimen,calcium,xxx,mass concentration,mass volume,0.06546029
bilirubin in plasma,53455-2,calcium mass mass specimen,calcium,xxx,mcnt,mass mass,0.043229118
bilirubin in plasma,87477-6,calcium specimen,calcium,xxx,mfr,,0.050122965
bilirubin in plasma,6874-2,calcium mass time 24 hour urine,calcium,urine,mrat,mass time,0.056389596
bilirubin in plasma,16518-3,calcium mass time 2 hour urine,calcium,urine,mrat,mass time,0.056355197
bilirubin in plasma,27091-8,calcium mass time 4 hour urine,calcium,urine,mrat,mass time,0.053082846
bilirubin in plasma,35248-4,calcium mass mole volume 24 hour urine,calcium,urine,mass substance concentration,mass mole volume,0.047975056
bilirubin in plasma,25362-5,calcium mole volume 24 hour urine,calcium,urine,substance concentration,mole volume,0.06474598
bilirubin in plasma,104654-9,calcium mole volume arterial blood,calcium,blood group a,substance concentration,mole volume,0.08131315
bilirubin in plasma,42857-3,calcium mole volume venous blood,calcium,blood group v,substance concentration,mole volume,0.085118294
bilirubin in plasma,1998-4,calcium mole volume dialysis fluid,calcium,dial fluid,substance concentration,mole volume,0.069301836
bilirubin in plasma,14419-6,calcium mole volume gastric fluid,calcium,gast fluid,substance concentration,mole volume,0.073807344
bilirubin in plasma,14417-0,calcium mole volume peritoneal fluid,calcium,periton fluid,substance concentration,mole volume,0.07919093
bilirubin in plasma,25583-6,calcium mole volume red blood cell,calcium,red blood cells,substance concentration,mole volume,0.08765748
bilirubin in plasma,1999-2,calcium mole volume semen,calcium,semen,substance concentration,mole volume,0.067906715
bilirubin in plasma,2002-4,calcium mole volume stool,calcium,stool,substance concentration,mole volume,0.05720171
bilirubin in plasma,32305-5,calcium mole volume specimen,calcium,xxx,substance concentration,mole volume,0.061542902
bilirubin in plasma,53502-1,calcium mole mass specimen,calcium,xxx,scnt,mole mass,0.054069705
bilirubin in plasma,14637-3,calcium mole time 24 hour urine,calcium,urine,srat,mole time,0.06949682
bilirubin in plasma,44716-9,creatinine calcium mass ratio urine,creatinine calcium,urine,mrto,mass ratio,0.06859133
bilirubin in plasma,17861-6,calcium mass volume serum plasma,calcium,serum plasma,mass concentration,mass volume,0.19300422
bilirubin in plasma,27172-6,calcium mass mass 24 hour stool,calcium,stool,mcnt,mass mass,0.04924116
bilirubin in plasma,35246-8,calcium mass mole volume serum plasma,calcium,serum plasma,mass substance concentration,mass mole volume,0.16643047
bilirubin in plasma,42593-4,calcium mole volume capillary blood,calcium,bldc,substance concentration,mole volume,0.07366279
bilirubin in plasma,54365-2,calcium mole volume cord blood,calcium,coord blood,substance concentration,mole volume,0.083678484
bilirubin in plasma,2000-8,calcium mole volume serum plasma,calcium,serum plasma,substance concentration,mole volume,0.18149048
bilirubin in plasma,53124-4,calcium mole time 1 hour urine,calcium,urine,srat,mole time,0.058235876
bilirubin in plasma,9321-1,calcium creatinine mass ratio urine,calcium creatinine,urine,mrto,mass ratio,0.08694572
bilirubin in plasma,24518-3,calcium creatinine molar ratio urine,calcium creatinine,urine,srto,molar ratio,0.08648779
bilirubin in plasma,61452-9,often orange juice drank calcium fortified past 30 day phenx,often orange juice drank calcium fortified past 30d,patient,find,phenx,0.047400262
bilirubin in plasma,49764-4,calcium mass volume amniotic fluid,calcium,amnio fluid,mass concentration,mass volume,0.08510807
bilirubin in plasma,15155-5,calcium mass volume body fluid,calcium,body fluid,mass concentration,mass volume,0.08678638
bilirubin in plasma,58781-6,calcium mass volume peritoneal dialysis fluid,calcium,dial fluid prt,mass concentration,mass volume,0.07682573
bilirubin in plasma,2001-6,calcium mole volume 24 hour stool,calcium,stool,substance concentration,mole volume,0.053974595
bilirubin in plasma,14415-4,calcium mole volume amniotic fluid,calcium,amnio fluid,substance concentration,mole volume,0.08290498
bilirubin in plasma,12181-4,calcium mole volume body fluid,calcium,body fluid,substance concentration,mole volume,0.080785185
bilirubin in plasma,1997-6,calcium mole volume cerebral spinal fluid,calcium,cerebrospinal fluid,substance concentration,mole volume,0.067219615
bilirubin in plasma,49005-2,calcium mole volume peritoneal dialysis fluid,calcium,dial fluid prt,substance concentration,mole volume,0.070653796
bilirubin in plasma,13717-4,calcium creatinine mass ratio 24 hour urine,calcium creatinine,urine,mrto,mass ratio,0.09339193
bilirubin in plasma,99074-7,calcium creatinine mass ratio urine fetus,calcium creatinine,urine fetus,mrto,mass ratio,0.092584655
bilirubin in plasma,50839-0,calcium creatinine molar ratio 24 hour urine,calcium creatinine,urine,srto,molar ratio,0.095177785
bilirubin in plasma,13448-6,calcium osmolality ratio serum plasma,calcium osmolality,serum plasma,ratio,ratio,0.18081768
bilirubin in plasma,49937-6,calcium oxalate molar ratio urine,calcium oxalate,urine,srto,molar ratio,0.068762615
bilirubin in plasma,40067-1,calcium mass volume serum plasma baseline,calcium baseline,serum plasma,mass concentration,mass volume,0.17538506
bilirubin in plasma,40226-3,calcium mole volume serum plasma baseline,calcium baseline,serum plasma,substance concentration,mole volume,0.17424522
bilirubin in plasma,61435-4,deprecated deprecated calcium intake daily protocol phenx,calcium intake daily protocol,patient,,,0.046449114
bilirubin in plasma,14418-8,calcium mole volume synovial fluid,calcium,synv fluid,substance concentration,mole volume,0.07135927
bilirubin in plasma,13444-5,calcium albumin mass ratio serum plasma,calcium albumin,serum plasma,mrto,mass ratio,0.17582725
bilirubin in plasma,27037-1,calcium creatinine mass ratio 2 hour urine,calcium creatinine,urine,mrto,mass ratio,0.08573218
bilirubin in plasma,16526-6,calcium protein mass ratio serum plasma,calcium protein,serum plasma,mrto,mass ratio,0.17429985
bilirubin in plasma,16527-4,calcium sodium mass ratio serum plasma,calcium sodium,serum plasma,mrto,mass ratio,0.17723991
bilirubin in plasma,47597-0,calcium mole volume corrected total protein blood,calcium corrected total protein,blood,substance concentration,mole volume,0.08597461
bilirubin in plasma,62289-4,phenx calcium intake adult protocol 050202,phenx calcium intake adult protocol 050202,patient,,,0.047179103
bilirubin in plasma,46099-8,calcium mass volume corrected albumin serum plasma,calcium corrected albumin,serum plasma,mass concentration,mass volume,0.18628982
bilirubin in plasma,29265-6,calcium mole volume corrected albumin serum plasma,calcium corrected albumin,serum plasma,substance concentration,mole volume,0.18247107
bilirubin in plasma,51950-4,calcium mass volume serum plasma post dialysis,calcium post dialysis,serum plasma,mass concentration,mass volume,0.18963952
bilirubin in plasma,49936-8,calcium ionized calcium total corrected albumin blood,calcium ionized calcium total corrected albumin,blood,mfr,,0.070218176
bilirubin in plasma,35264-1,calcium intake 24 hour,calcium intake,patient,mrat,,0.04927687
bilirubin in plasma,9049-8,calcium intake 10 hour,calcium intake,patient,srat,,0.04739826
bilirubin in plasma,9050-6,calcium intake 12 hour,calcium intake,patient,srat,,0.04962919
bilirubin in plasma,9048-0,calcium intake 8 hour,calcium intake,patient,srat,,0.047413316
bilirubin in plasma,9045-6,calcium intake estimated,calcium intake,patient,sub,,0.044948038
bilirubin in plasma,9046-4,calcium intake measured,calcium intake,patient,sub,,0.049666278
bilirubin in plasma,38230-9,calcium ionized mass volume blood,calcium ionized,blood,mass concentration,mass volume,0.095041856
bilirubin in plasma,1994-3,calcium ionized mole volume blood,calcium ionized,blood,substance concentration,mole volume,0.08988834
bilirubin in plasma,74909-3,calcium oxalate dihydrate total stone,calcium oxalate dihydrate total,calculus,mfr,,0.04111685
bilirubin in plasma,33789-9,calcium mole volume urine 10th specimen post xxx challenge,calcium 10th specimen post xxx challenge,urine,substance concentration,mole volume,0.060573243
bilirubin in plasma,16521-7,calcium mole volume urine 3rd specimen post xxx challenge,calcium 3rd specimen post xxx challenge,urine,substance concentration,mole volume,0.060439803
bilirubin in plasma,16522-5,calcium mole volume urine 4th specimen post xxx challenge,calcium 4th specimen post xxx challenge,urine,substance concentration,mole volume,0.060273
bilirubin in plasma,33791-5,calcium mole volume urine 5th specimen post xxx challenge,calcium 5th specimen post xxx challenge,urine,substance concentration,mole volume,0.061113086
bilirubin in plasma,33792-3,calcium mole volume urine 6th specimen post xxx challenge,calcium 6th specimen post xxx challenge,urine,substance concentration,mole volume,0.06452413
bilirubin in plasma,33794-9,calcium mole volume urine 8th specimen post xxx challenge,calcium 8th specimen post xxx challenge,urine,substance concentration,mole volume,0.0608768
bilirubin in plasma,33795-6,calcium mole volume urine 9th specimen post xxx challenge,calcium 9th specimen post xxx challenge,urine,substance concentration,mole volume,0.063466266
bilirubin in plasma,59148-7,calcium mole volume serum plasma post dialysis,calcium post dialysis,serum plasma,substance concentration,mole volume,0.18452075
bilirubin in plasma,40064-8,calcium mass volume serum plasma pre xxx challenge,calcium pre xxx challenge,serum plasma,mass concentration,mass volume,0.17634298
bilirubin in plasma,40223-0,calcium mole volume serum plasma pre xxx challenge,calcium pre xxx challenge,serum plasma,substance concentration,mole volume,0.17609958
bilirubin in plasma,81137-2,calcium intake 24 hour estimated,calcium intake,patient,mrat,,0.053720493
bilirubin in plasma,80975-6,calcium intake 24 hour measured,calcium intake,patient,mrat,,0.053051766
bilirubin in plasma,9047-2,calcium intake 1 hour,calcium intake,patient,srat,,0.04458798
bilirubin in plasma,9051-4,calcium intake mole time 24 hour,calcium intake,patient,srat,mole time,0.047935754
bilirubin in plasma,36934-8,ct heart calcium scoring,multisection calcium score,chest heart,find,,0.011282423
bilirubin in plasma,54367-8,calcium ionized mole volume cord blood,calcium ionized,coord blood,substance concentration,mole volume,0.08987149
bilirubin in plasma,41646-1,calcium ionized mole volume mixed venous blood,calcium ionized,bldmv,substance concentration,mole volume,0.08195238
bilirubin in plasma,46093-1,calcium ionized mole volume dialysis fluid,calcium ionized,dial fluid,substance concentration,mole volume,0.0785066
bilirubin in plasma,16525-8,calcium phosphate mass ratio serum plasma,calcium phosphate,serum plasma,mrto,mass ratio,0.1764805
bilirubin in plasma,34907-6,calcium mass volume corrected total protein serum plasma,calcium corrected total protein,serum plasma,mass concentration,mass volume,0.19057134
bilirubin in plasma,35258-3,calcium mass mole volume corrected total protein serum plasma,calcium corrected total protein,serum plasma,mass substance concentration,mass mole volume,0.1689968
bilirubin in plasma,18281-6,calcium mole volume corrected total protein serum plasma,calcium corrected total protein,serum plasma,substance concentration,mole volume,0.18506604
bilirubin in plasma,16520-9,calcium mole volume urine 2nd specimen post xxx challenge,calcium 2nd specimen post xxx challenge,urine,substance concentration,mole volume,0.0604235
bilirubin in plasma,2005-7,calcium mole time 2 hour urine 12 hour fasting,calcium post 12h cfst,urine,srat,mole time,0.05257374
bilirubin in plasma,49935-0,calcium ionized calcium total corrected albumin serum plasma,calcium ionized calcium total corrected albumin,serum plasma,mfr,,0.16562796
bilirubin in plasma,50179-1,calcitonin calcium pentagastrin challenge panel serum plasma,calcitonin calcium pentagastrin challenge panel,serum plasma,,,0.15240504
bilirubin in plasma,63550-8,calcium magnesium phosphate total stone,calcium magnesium phosphate total,calculus,mfr,,0.048272535
bilirubin in plasma,49500-2,calcium oxalate dihydrate total stone infrared spectroscopy,calcium oxalate dihydrate total,calculus,mfr,,0.05521335
bilirubin in plasma,1993-5,calcium renal clearance 24 hour urine serum plasma,calcium renal clearance,urine serum plasma,vrat,,0.16530941
bilirubin in plasma,1380-5,calcium phosphate parathyroid challenge test mass ratio serum,calcium phosphate parathyroid challenge test,serum,mrto,mass ratio,0.06431105
bilirubin in plasma,16519-1,calcium mole volume serum plasma 10 minute post xxx challenge,calcium 10m post xxx challenge,serum plasma,substance concentration,mole volume,0.17115666
bilirubin in plasma,40078-8,calcium mass volume serum plasma 12 hour post xxx challenge,calcium 12h post xxx challenge,serum plasma,mass concentration,mass volume,0.17422594
