Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
glucose in blood,61182-2,leukocyte volume corrected nucleated erythrocyte blood fetus,leukocyte corrected nucleated erythrocyte,blood fetus,number concentration,volume,0.16317558
glucose in blood,62245-6,nucleated erythrocyte leukocyte ratio blood fetus automated count,erythrocyte nucleated leukocyte,blood fetus,ratio,ratio,0.17313997
glucose in blood,74451-6,cell leukocyte blood fetus,cell leukocyte,blood fetus,nfr,,0.16450283
glucose in blood,49498-9,leukocyte volume blood estimate,leukocyte,blood,number concentration,volume,0.2629101
glucose in blood,30406-3,leukocyte volume blood,leukocyte,blood,number concentration,volume,0.26076838
glucose in blood,74354-2,epithelial cell leukocyte sputum,epithelial cell leukocyte,sputum,nfr,,0.043967783
glucose in blood,30443-6,mononuclear cell leukocyte gastric fluid,mononuclear cell leukocyte,gast fluid,nfr,,0.0647213
glucose in blood,26494-5,mononuclear cell leukocyte pleural fluid,mononuclear cell leukocyte,plr fluid,nfr,,0.06070689
glucose in blood,33028-2,leukocyte volume blood blood product unit,leukocyte,blood blood product unit,number concentration,volume,0.17562811
glucose in blood,709-6,blast leukocyte blood manual count,blast leukocyte,blood,nfr,,0.23964429
glucose in blood,707-0,basophil leukocyte blood manual count,basophil leukocyte,blood,nfr,,0.24714722
glucose in blood,31160-5,granulocyte leukocyte blood manual count,granulocyte leukocyte,blood,nfr,,0.24679783
glucose in blood,13599-6,promonocytes leukocyte blood manual count,promonocytes leukocyte,blood,nfr,,0.24969351
glucose in blood,6746-2,prolymphocytes leukocyte blood manual count,prolymphocytes leukocyte,blood,nfr,,0.25493273
glucose in blood,33831-9,lymphoblast leukocyte blood manual count,lymphoblast leukocyte,blood,nfr,,0.24088311
glucose in blood,62858-6,micromegakaryocytes leukocyte blood manual count,micromegakaryocytes leukocyte,blood,nfr,,0.2496467
glucose in blood,33840-0,monoblast leukocyte blood manual count,monoblast leukocyte,blood,nfr,,0.23939994
glucose in blood,744-3,monocyte leukocyte blood manual count,monocyte leukocyte,blood,nfr,,0.24705352
glucose in blood,747-6,myeloblast leukocyte blood manual count,myeloblast leukocyte,blood,nfr,,0.2495447
glucose in blood,48052-5,leukocyte volume corrected nucleated erythrocyte body fluid,leukocyte corrected nucleated erythrocyte,body fluid,number concentration,volume,0.07295667
glucose in blood,55784-3,leukocyte volume corrected nucleated erythrocyte bone marrow,leukocyte corrected nucleated erythrocyte,bone mar,number concentration,volume,0.05577644
glucose in blood,48034-3,leukocyte volume corrected nucleated erythrocyte cerebral spinal fluid,leukocyte corrected nucleated erythrocyte,cerebrospinal fluid,number concentration,volume,0.061961554
glucose in blood,62440-3,nucleated erythrocyte leukocyte ratio body fluid automated count,erythrocyte nucleated leukocyte,body fluid,ratio,ratio,0.07150404
glucose in blood,41282-5,nucleated erythrocyte leukocyte ratio body fluid manual count,erythrocyte nucleated leukocyte,body fluid,ratio,ratio,0.07791549
glucose in blood,62441-1,nucleated erythrocyte leukocyte ratio cerebral spinal fluid automated count,erythrocyte nucleated leukocyte,cerebrospinal fluid,ratio,ratio,0.06021571
glucose in blood,62442-9,nucleated erythrocyte leukocyte ratio synovial fluid automated count,erythrocyte nucleated leukocyte,synv fluid,ratio,ratio,0.054102823
glucose in blood,48040-0,nucleated erythrocyte leukocyte ratio synovial fluid manual count,erythrocyte nucleated leukocyte,synv fluid,ratio,ratio,0.06989195
glucose in blood,47281-1,leukocyte volume cord blood,leukocyte,coord blood,number concentration,volume,0.1747796
glucose in blood,30405-5,leukocyte volume urine,leukocyte,urine,number concentration,volume,0.066647016
glucose in blood,24122-4,leukocyte volume urine manual count,leukocyte,urine,number concentration,volume,0.07165477
glucose in blood,49782-6,mononuclear cell leukocyte pericardial fluid,mononuclear cell leukocyte,pericard fluid,nfr,,0.059725657
glucose in blood,26495-2,mononuclear cell leukocyte peritoneal fluid,mononuclear cell leukocyte,periton fluid,nfr,,0.06370494
glucose in blood,26496-0,mononuclear cell leukocyte semen,mononuclear cell leukocyte,semen,nfr,,0.06474925
glucose in blood,34982-9,unidentified cell leukocyte peritoneal fluid,unidentified cell leukocyte,periton fluid,nfr,,0.060470067
glucose in blood,34983-7,unidentified cell leukocyte pleural fluid,unidentified cell leukocyte,plr fluid,nfr,,0.056312606
glucose in blood,71669-6,blast leukocyte pure number fraction blood manual count,blast leukocyte,blood,nfr df,pure number fraction,0.238237
glucose in blood,706-2,basophil leukocyte blood automated count,basophil leukocyte,blood,nfr,,0.24591467
glucose in blood,714-6,eosinophil leukocyte blood manual count,eosinophil leukocyte,blood,nfr,,0.2354762
glucose in blood,19023-1,granulocyte leukocyte blood automated count,granulocyte leukocyte,blood,nfr,,0.24871257
glucose in blood,783-1,promyelocytes leukocyte blood manual count,promyelocytes leukocyte,blood,nfr,,0.25471562
glucose in blood,74428-4,metamyelocytes neutrophilic leukocyte blood manual count,metamyelocytes neutrophilic leukocyte,blood,nfr,,0.244186
glucose in blood,740-1,metamyelocytes leukocyte blood manual count,metamyelocytes leukocyte,blood,nfr,,0.25137797
glucose in blood,737-7,lymphocyte leukocyte blood manual count,lymphocyte leukocyte,blood,nfr,,0.24365962
glucose in blood,5905-5,monocyte leukocyte blood automated count,monocyte leukocyte,blood,nfr,,0.24361491
glucose in blood,71672-0,monocyte leukocyte pure number fraction blood manual count,monocyte leukocyte,blood,nfr df,pure number fraction,0.24621738
glucose in blood,15190-2,leukocyte identifier blood automated count,leukocyte,blood,prid,identifier,0.24493864
glucose in blood,730-2,leukocyte leukocyte blood manual count,leukocyte leukocyte,blood,nfr,,0.24989527
glucose in blood,23761-0,neutrophil leukocyte blood manual count,neutrophil leukocyte,blood,nfr,,0.24084827
glucose in blood,74427-6,myelocyte eosinophilic leukocyte blood manual count,myelocyte eosinophilic leukocyte,blood,nfr,,0.24271189
glucose in blood,74425-0,myelocyte neutrophilic leukocyte blood manual count,myelocyte neutrophilic leukocyte,blood,nfr,,0.24668132
glucose in blood,749-2,myelocyte leukocyte blood manual count,myelocyte leukocyte,blood,nfr,,0.25259426
glucose in blood,33849-1,plasma cell precursor leukocyte blood manual count,plasma cell precursor leukocyte,blood,nfr,,0.24073303
glucose in blood,62239-9,leukocyte volume blood fetus automated count,leukocyte,blood fetus,number concentration,volume,0.17145066
glucose in blood,51383-8,leukocyte volume blood automated count,leukocyte,blood,number concentration,volume,0.25608844
glucose in blood,14810-6,leukocyte volume bronchial specimen manual count,leukocyte,bronchial,number concentration,volume,0.055302788
glucose in blood,30431-1,mesothelial cell leukocyte pleural fluid,mesothelial cell leukocyte,plr fluid,nfr,,0.054837093
glucose in blood,50407-6,cell leukocyte identifier cerebral spinal fluid,cell leukocyte,cerebrospinal fluid,prid,identifier,0.057154443
glucose in blood,30401-4,leukocyte volume bronchial specimen,leukocyte,bronchial,number concentration,volume,0.049919102
glucose in blood,26467-1,leukocyte volume pleural fluid,leukocyte,plr fluid,number concentration,volume,0.071666315
glucose in blood,105102-8,leukocyte clump volume urine,leukocyte clump,urine,number concentration,volume,0.06661885
glucose in blood,51487-7,leukocyte volume urine automated count,leukocyte,urine,number concentration,volume,0.06619223
glucose in blood,30457-6,nonhematic cell leukocyte body fluid,nonhematic cell leukocyte,body fluid,nfr,,0.06322748
glucose in blood,30456-8,nonhematic cell leukocyte cerebral spinal fluid,nonhematic cell leukocyte,cerebrospinal fluid,nfr,,0.05065591
glucose in blood,26493-7,mononuclear cell leukocyte body fluid,mononuclear cell leukocyte,body fluid,nfr,,0.071723685
glucose in blood,26492-9,mononuclear cell leukocyte cerebral spinal fluid,mononuclear cell leukocyte,cerebrospinal fluid,nfr,,0.059741005
glucose in blood,58802-0,mononuclear cell leukocyte peritoneal dialysis fluid,mononuclear cell leukocyte,dial fluid prt,nfr,,0.05391204
glucose in blood,26497-8,mononuclear cell leukocyte synovial fluid,mononuclear cell leukocyte,synv fluid,nfr,,0.05218598
glucose in blood,17803-8,plasma cell leukocyte body fluid,plasma cell leukocyte,body fluid,nfr,,0.0811196
glucose in blood,47413-0,plasma cell leukocyte cerebral spinal fluid,plasma cell leukocyte,cerebrospinal fluid,nfr,,0.066145204
glucose in blood,100708-7,plasma cell leukocyte synovial fluid,plasma cell leukocyte,synv fluid,nfr,,0.05630866
glucose in blood,34985-2,unidentified cell leukocyte body fluid,unidentified cell leukocyte,body fluid,nfr,,0.06805044
glucose in blood,34984-5,unidentified cell leukocyte synovial fluid,unidentified cell leukocyte,synv fluid,nfr,,0.048391357
glucose in blood,30468-3,unidentified cell leukocyte cerebral spinal fluid,unidentified cell leukocyte,cerebrospinal fluid,nfr,,0.051703386
glucose in blood,21114-4,deprecated blast 100 leukocyte blood automated count,blast 100 leukocyte,blood,nfr,,0.23473538
glucose in blood,33786-5,immature basophil leukocyte blood manual count,basophil immature leukocyte,blood,nfr,,0.23828678
glucose in blood,71680-3,basophil leukocyte pure number fraction blood automated count,basophil leukocyte,blood,nfr df,pure number fraction,0.2447511
glucose in blood,71675-3,basophil leukocyte pure number fraction blood manual count,basophil leukocyte,blood,nfr df,pure number fraction,0.24568234
glucose in blood,33803-8,immature eosinophil leukocyte blood manual count,eosinophil immature leukocyte,blood,nfr,,0.2211799
glucose in blood,713-8,eosinophil leukocyte blood automated count,eosinophil leukocyte,blood,nfr,,0.23468779
glucose in blood,71679-5,eosinophil leukocyte pure number fraction blood automated count,eosinophil leukocyte,blood,nfr df,pure number fraction,0.23484394
glucose in blood,71674-6,eosinophil leukocyte pure number fraction blood manual count,eosinophil leukocyte,blood,nfr df,pure number fraction,0.23586206
glucose in blood,71695-1,immature granulocyte leukocyte blood automated count,granulocyte immature leukocyte,blood,nfr,,0.24267563
glucose in blood,71666-2,promyelocytes leukocyte pure number fraction blood manual count,promyelocytes leukocyte,blood,nfr df,pure number fraction,0.2523067
glucose in blood,51713-6,deprecated metamyelocytes 100 leukocyte blood automated count,metamyelocytes 100 leukocyte,blood,nfr,,0.23915508
glucose in blood,71668-8,metamyelocytes leukocyte pure number fraction blood manual count,metamyelocytes leukocyte,blood,nfr df,pure number fraction,0.24627243
glucose in blood,29261-5,abnormal lymphocyte leukocyte blood manual count,lymphocyte abnormal leukocyte,blood,nfr,,0.23530562
glucose in blood,15197-7,lymphocyte clefted leukocyte blood manual count,lymphocyte clefted leukocyte,blood,nfr,,0.23777363
glucose in blood,33833-5,lymphocyte immunoblastic leukocyte blood manual count,lymphocyte immunoblastic leukocyte,blood,nfr,,0.23510554
glucose in blood,33835-0,lymphocyte plasmacytoid leukocyte blood manual count,lymphocyte plasmacytoid leukocyte,blood,nfr,,0.24010323
glucose in blood,736-9,lymphocyte leukocyte blood automated count,lymphocyte leukocyte,blood,nfr,,0.24627694
glucose in blood,71678-7,lymphocyte leukocyte pure number fraction blood automated count,lymphocyte leukocyte,blood,nfr df,pure number fraction,0.24245381
glucose in blood,71673-8,lymphocyte leukocyte pure number fraction blood manual count,lymphocyte leukocyte,blood,nfr df,pure number fraction,0.24317478
glucose in blood,70028-6,megakaryocytic nucleus leukocyte blood manual count,megakaryocytic nucleus leukocyte,blood,nfr,,0.23811296
glucose in blood,29259-9,monocyte abnormal leukocyte blood manual count,monocyte abnormal leukocyte,blood,nfr,,0.23783797
glucose in blood,33842-6,immature monocyte leukocyte blood manual count,monocyte immature leukocyte,blood,nfr,,0.23491898
glucose in blood,71677-9,monocyte leukocyte pure number fraction blood automated count,monocyte leukocyte,blood,nfr df,pure number fraction,0.24453264
glucose in blood,40646-2,leukocyte leukocyte blood automated count,leukocyte leukocyte,blood,nfr,,0.24732427
glucose in blood,17790-7,leukocyte left shift presence blood automated count,leukocyte left shift,blood,prthr,presence,0.22658893
glucose in blood,767-4,neutrophil hypersegmented leukocyte blood manual count,neutrophil hypersegmented leukocyte,blood,nfr,,0.2501397
glucose in blood,769-0,segmented neutrophil leukocyte blood manual count,neutrophil segmented leukocyte,blood,nfr,,0.24409512
glucose in blood,770-8,neutrophil leukocyte blood automated count,neutrophil leukocyte,blood,nfr,,0.24742135
glucose in blood,71676-1,neutrophil leukocyte pure number fraction blood automated count,neutrophil leukocyte,blood,nfr df,pure number fraction,0.24120526
glucose in blood,71671-2,neutrophil leukocyte pure number fraction blood manual count,neutrophil leukocyte,blood,nfr df,pure number fraction,0.24081096
glucose in blood,32712-2,giant platelet leukocyte ratio blood manual count,platelet giant leukocyte,blood,ratio,ratio,0.24235377
glucose in blood,51830-8,deprecated prolymphocytes 100 leukocyte blood automated count,prolymphocytes 100 leukocyte,blood,nfr,,0.24255526
glucose in blood,30367-7,deprecated myeloblast 100 leukocyte blood automated count,myeloblast 100 leukocyte,blood,nfr,,0.2359923
glucose in blood,750-0,deprecated myelocyte 100 leukocyte blood automated count,myelocyte 100 leukocyte,blood,nfr,,0.2523271
glucose in blood,71667-0,myelocyte leukocyte pure number fraction blood manual count,myelocyte leukocyte,blood,nfr df,pure number fraction,0.2511345
