Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
cells in urine,14770-2,fasting glucose mole volume capillary blood glucometer,glucose post cfst,bldc,substance concentration,mole volume,active,mmol l,0.11743115
cells in urine,97062-4,history high blood glucose,high blood glucose,patient,hx,,active,,0.018037496
cells in urine,74774-1,glucose mass volume serum plasma blood,glucose,serum plasma blood,mass concentration,mass volume,active,mg dl,0.121681765
cells in urine,77135-2,glucose mole volume serum plasma blood,glucose,serum plasma blood,substance concentration,mole volume,active,mmol l,0.15086438
cells in urine,2341-6,glucose mass volume blood test strip manual,glucose,blood,mass concentration,mass volume,active,mg dl,0.14497657
cells in urine,81637-1,glucose meter reference method correlation ratio serum plasma blood calculation,glucose meter reference method correlation,serum plasma blood,ratio,ratio,active,,0.013094384
cells in urine,14760-3,glucose mole volume capillary blood 2 hour post meal,glucose 2h post meal,bldc,substance concentration,mole volume,active,mmol l,0.07283798
cells in urine,6689-4,glucose mass volume blood 2 hour post meal,glucose 2h post meal,blood,mass concentration,mass volume,active,mg dl,0.05170676
cells in urine,77145-1,fasting glucose mole volume serum plasma blood,glucose post cfst,serum plasma blood,substance concentration,mole volume,active,mmol l,0.104235835
cells in urine,13453-6,deprecated glucose mean value,glucose mean value,blood,amount concentration,,deprecated,,0.09953671
cells in urine,77677-3,glucose mole volume serum plasma blood 2 hour post meal,glucose 2h post meal,serum plasma blood,substance concentration,mole volume,active,mmol l,0.07877665
cells in urine,104873-5,glucose dumping syndrome panel serum plasma blood,glucose dumping syndrome panel,serum plasma blood,,,active,,0.061996985
cells in urine,11047-8,glucose phosphate isomerase enzymatic activity volume red blood cell,glucose phosphate isomerase,rbc,cell concentration,enzymatic activity volume,active,u ml rbc,0.25194636
cells in urine,44050-3,glucose phosphate isomerase enzymatic activity mass red blood cell,glucose phosphate isomerase,rbc,ccnt,enzymatic activity mass,active,u g hb,0.11748678
cells in urine,104875-0,hematocrit volume fraction blood 30 minute post dose glucose,hematocrit 30m post dose glucose,blood,vfr,volume fraction,active,,0.13452236
cells in urine,104880-0,hematocrit volume fraction blood 3 hour post dose glucose,hematocrit 3h post dose glucose,blood,vfr,volume fraction,active,,0.12705484
cells in urine,79469-3,uridine diphosphate glucose 4 epimerase enzymatic activity mass red blood cell,uridine diphosphate glucose 4 epimerase,rbc,ccnt,enzymatic activity mass,active,u g hb,0.13956296
cells in urine,62851-1,phenx fasting plasma glucose diabetes screening blood draw protocol 140801,phenx fasting plasma glucose diabetes screening blood draw protocol 140801,patient,,,trial,,0.035136387
cells in urine,104876-8,hematocrit volume fraction blood 1 hour post dose glucose,hematocrit 1h post dose glucose,blood,vfr,volume fraction,active,,0.12552175
cells in urine,104879-2,hematocrit volume fraction blood 2 5 hour post dose glucose,hematocrit 2 5h post dose glucose,blood,vfr,volume fraction,active,,0.12771925
cells in urine,104878-4,hematocrit volume fraction blood 2 hour post dose glucose,hematocrit 2h post dose glucose,blood,vfr,volume fraction,active,,0.12051957
cells in urine,62850-3,deprecated phenx measure fasting plasma glucose diabetes screening blood draw,phenx measure fasting plasma glucose diabetes screening blood draw,patient,,,deprecated,,0.030539522
cells in urine,104877-6,hematocrit volume fraction blood 1 5 hour post dose glucose,hematocrit 1 5h post dose glucose,blood,vfr,volume fraction,active,,0.13096477
cells in urine,96045-0,osmotic fragility red blood cell 10 glucose 48 hour 37 degree component incubation,osmotic fragility 10 glucose 48h 37 deg component incubation,rbc,nfr,,active,,0.033097573
cells in urine,49502-8,glucose 6 phosphate dehydrogenase entitic catalytic activity blood,glucose 6 phosphate dehydrogenase,blood,entcat,entitic catalytic activity,active,u 10 10 cell,0.21249472
cells in urine,74542-2,pyruvate kinase glucose 6 phosphate dehydrogenase enzymatic activity ratio red blood cell,pyruvate kinase glucose 6 phosphate dehydrogenase,rbc,crto,enzymatic activity ratio,active,ratio,0.08356929
cells in urine,32779-1,glucose 6 phosphatase enzymatic activity volume red blood cell,glucose 6 phosphatase,rbc,cell concentration,enzymatic activity volume,active,u 10 12,0.23113729
cells in urine,2357-2,glucose 6 phosphate dehydrogenase enzymatic activity volume red blood cell,glucose 6 phosphate dehydrogenase,rbc,cell concentration,enzymatic activity volume,active,u ml rbc,0.27136883
cells in urine,32546-4,glucose 6 phosphate dehydrogenase enzymatic activity mass red blood cell,glucose 6 phosphate dehydrogenase,rbc,ccnt,enzymatic activity mass,active,u g hb,0.10997317
cells in urine,71593-8,glucose 6 phosphate dehydrogenase enzymatic activity substance red blood cell,glucose 6 phosphate dehydrogenase,rbc,csub,enzymatic activity substance,active,u mmol hb,0.13211982
cells in urine,33287-4,glucose 6 phosphate dehydrogenase presence db,glucose 6 phosphate dehydrogenase,blood dot,prthr,presence,active,,0.030753575
cells in urine,2356-4,glucose 6 phosphate dehydrogenase presence red blood cell,glucose 6 phosphate dehydrogenase,rbc,prthr,presence,active,,0.088971764
cells in urine,42319-4,glucose 6 phosphate dehydrogenase phenotype interpretation red blood cell,glucose 6 phosphate dehydrogenase phenotype,rbc,imp,interpretation,active,,0.06459716
cells in urine,74469-8,glucose 6 phosphate dehydrogenase pyruvate kinase ratio blood,glucose 6 phosphate dehydrogenase pyruvate kinase,blood,ratio,ratio,active,ratio,0.06324714
cells in urine,58089-4,glucose 6 phosphate dehydrogenase newborn screen interpretation,glucose 6 phosphate dehydrogenase,blood dot,imp,,active,,0.082615845
cells in urine,49925-1,glucose 6 phosphate dehydrogenase enzymatic activity mass red blood cell glock mclean,glucose 6 phosphate dehydrogenase,rbc,ccnt,enzymatic activity mass,active,u g hb,0.12876542
cells in urine,49926-9,glucose 6 phosphate dehydrogenase enzymatic activity mass red blood cell method,glucose 6 phosphate dehydrogenase,rbc,ccnt,enzymatic activity mass,active,u g hb,0.114003636
cells in urine,49266-0,glucose 6 phosphate dehydrogenase phenotype interpretation red blood cell narrative,glucose 6 phosphate dehydrogenase phenotype,rbc,imp,interpretation,active,,0.09458459
cells in urine,58091-0,glucose 6 phosphate dehydrogenase newborn screen panel,glucose 6 phosphate dehydrogenase newborn screen panel,blood dot,,,active,,0.04697744
cells in urine,58090-2,glucose 6 phosphate dehydrogenase newborn screening comment discussion,glucose 6 phosphate dehydrogenase newborn screening comment discussion,blood dot,txt,,active,,0.07593328
cells in urine,2360-6,glucose 6 phosphate dehydrogenase enzymatic activity volume leukocyte,glucose 6 phosphate dehydrogenase,wbc,cell concentration,enzymatic activity volume,active,,0.24993192
cells in urine,21680-4,g6pd gene mutation found identifier blood tissue molecular genetics method nominal,g6pd gene targeted mutation analysis,blood tiss,prid,identifier,active,,0.02791471
cells in urine,94231-8,g6pd gene full mutation analysis blood tissue sequencing,g6pd gene full mutation analysis,blood tiss,find,,active,,0.06683651
cells in urine,21681-2,g6pd gene mutation tested blood tissue molecular genetics method nominal,g6pd gene mutation tested,blood tiss,prid,,active,,0.051126856
cells in urine,54234-0,cell count diff panel gluc prot body fluid,cell count differential panel glucose protein,body field,,,active,,0.1396366
cells in urine,54230-8,cell count diff panel gluc prot cerebral spinal fluid,cell count differential panel glucose protein,csf,,,active,,0.07639689
cells in urine,49862-6,g6pc gene targeted mutation analysis blood tissue molecular genetics method,g6pc gene targeted mutation analysis,blood tiss,find,,active,,0.06614402
cells in urine,33857-4,sezary cell leukocyte blood manual count,sezary cell leukocyte,blood,nfr,,active,,0.16763794
cells in urine,14912-0,smudge cell leukocyte blood manual count,smudge cell leukocyte,blood,nfr,,active,,0.200198
cells in urine,51586-6,cell leukocyte blood manual count,cell leukocyte,blood,nfr,,active,,0.17802593
cells in urine,24104-2,lymphoma cell leukocyte blood manual count,lymphoma cell leukocyte,blood,nfr,,active,,0.12429201
cells in urine,33837-6,malignant cell leukocyte blood manual count,malignant cell leukocyte,blood,nfr,,active,,0.16596524
cells in urine,51384-6,mononuclear cell leukocyte blood manual count,mononuclear cell leukocyte,blood,nfr,,active,,0.13302132
cells in urine,71664-7,smudge cell leukocyte pure number fraction blood manual count,smudge cell leukocyte,blood,nfr df,pure number fraction,active,,0.20037471
cells in urine,79426-3,plasma cell leukocyte blood manual count,plasma cell leukocyte,blood,nfr,,active,,0.15469377
cells in urine,44095-8,unidentified cell leukocyte blood manual count,unidentified cell leukocyte,blood,nfr,,active,,0.1869595
cells in urine,44096-6,unidentified cell leukocyte blood automated count,unidentified cell leukocyte,blood,nfr,,active,,0.18209666
cells in urine,58409-4,cell leukocyte blood automated count,cell leukocyte,blood,nfr,,active,,0.18074928
cells in urine,24106-7,hairy cell leukocyte blood manual count,hairy cell leukocyte,blood,nfr,,active,,0.18381599
cells in urine,69003-2,mononuclear cell atypical leukocyte blood manual count,mononuclear cell atypical leukocyte,blood,nfr,,active,,0.14052567
cells in urine,55377-6,mononuclear cell immature leukocyte blood manual count,mononuclear cell immature leukocyte,blood,nfr,,active,,0.14899114
cells in urine,40650-4,mesothelial cell leukocyte blood manual count,mesothelial cell leukocyte,blood,nfr,,active,,0.13586152
cells in urine,17788-1,large unstained cell leukocyte blood automated count,large unstained cell leukocyte,blood,nfr,,active,,0.17968166
cells in urine,74814-5,plasma cell centroblasts leukocyte blood manual count,plasma cell centroblasts leukocyte,blood,nfr,,active,,0.15977755
cells in urine,74820-2,plasma cell centrocytes leukocyte blood manual count,plasma cell centrocytes leukocyte,blood,nfr,,active,,0.15601332
cells in urine,51927-2,cell leukocyte bronchial specimen manual count,cell leukocyte,bronchial,nfr,,active,,0.14401464
cells in urine,75375-6,cell leukocyte sputum manual count,cell leukocyte,sputum,nfr,,active,,0.1952684
cells in urine,74396-3,large unstained cell leukocyte cord blood automated count,large unstained cell leukocyte,bldco,nfr,,active,,0.10753327
cells in urine,95223-4,mononuclear cell leukocyte stem cell product manual count,mononuclear cell leukocyte,stem cell product,nfr,,active,,0.13726823
cells in urine,14385-9,mononuclear cell leukocyte gastric fluid manual count,mononuclear cell leukocyte,gast field,nfr,,active,,0.11767408
cells in urine,14381-8,mononuclear cell leukocyte peritoneal fluid manual count,mononuclear cell leukocyte,periton field,nfr,,active,,0.11674792
cells in urine,14380-0,mononuclear cell leukocyte pleural fluid manual count,mononuclear cell leukocyte,plr field,nfr,,active,,0.10294542
cells in urine,14383-4,mononuclear cell leukocyte semen manual count,mononuclear cell leukocyte,semen,nfr,,active,,0.17806752
cells in urine,40526-6,plasma cell leukocyte pericardial fluid manual count,plasma cell leukocyte,pericard field,nfr,,active,,0.13139817
cells in urine,40518-3,plasma cell leukocyte peritoneal fluid manual count,plasma cell leukocyte,periton field,nfr,,active,,0.12445758
cells in urine,40522-5,plasma cell leukocyte pleural fluid manual count,plasma cell leukocyte,plr field,nfr,,active,,0.11871044
cells in urine,74236-1,unidentified cell leukocyte pericardial fluid manual count,unidentified cell leukocyte,pericard field,nfr,,active,,0.15568854
cells in urine,74458-1,large unstained cell leukocyte blood fetus automated count,large unstained cell leukocyte,blood fetus,nfr,,active,,0.14455879
cells in urine,95227-5,cell leukocyte stem cell product manual count,cell leukocyte,stem cell product,nfr,,active,,0.1792954
cells in urine,91551-2,cell leukocyte dialysis fluid manual count,cell leukocyte,dial field,nfr,,active,100 wbc,0.22852387
