Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
bilirubin in plasma,57335-2,calcium mass volume 12 hour urine,calcium,urine,mass concentration,mass volume,active,mg dl,0.07261812
bilirubin in plasma,49765-1,calcium mass volume blood,calcium,blood,mass concentration,mass volume,active,mg dl,0.09004001
bilirubin in plasma,30527-6,calcium mass volume total parental nutrition,calcium,tpn,mass concentration,mass volume,active,mg dl,0.053996354
bilirubin in plasma,35675-8,calcium mass volume urine collected unspecified duration,calcium,urine,mass concentration,mass volume,active,mg l,0.06262031
bilirubin in plasma,16273-5,calcium mass mass red blood cell,calcium,rbc,mcnt,mass mass,active,mg g,0.06297028
bilirubin in plasma,18186-7,calcium mass time 12 hour urine,calcium,urine,mrat,mass time,active,mg 12 h,0.061408564
bilirubin in plasma,59000-0,calcium mass time 18 hour urine,calcium,urine,mrat,mass time,active,mg 18 h,0.060198613
bilirubin in plasma,35247-6,calcium mass mole volume urine,calcium,urine,mass substance concentration,mass mole volume,discouraged,,0.052610897
bilirubin in plasma,14636-5,calcium presence stone,calcium,calculus,prthr,presence,active,,0.04357619
bilirubin in plasma,14416-2,calcium mole volume pleural fluid,calcium,plr field,substance concentration,mole volume,active,mmol l,0.06309067
bilirubin in plasma,74516-6,calcium mole volume saliva oral fluid,calcium,saliva,substance concentration,mole volume,active,mmol l,0.063783705
bilirubin in plasma,10559-3,deprecated calcium molecule volume semen,calcium,smpls,substance concentration,molecule volume,deprecated,mmol l,0.06632379
bilirubin in plasma,53100-4,calcium mole volume total parental nutrition,calcium,tpn,substance concentration,mole volume,active,mmol l,0.05429183
bilirubin in plasma,71790-0,calcium mole volume urine collected unspecified duration,calcium,urine,substance concentration,mole volume,active,mmol l,0.06503648
bilirubin in plasma,51610-4,calcium mole time 12 hour urine,calcium,urine,srat,mole time,active,mmol 12 h,0.06490256
bilirubin in plasma,32541-5,calcium molar amount urine collected unspecified duration,calcium,urine,sub,molar amount,active,mmol,0.06785933
bilirubin in plasma,61436-2,phenx calcium intake pediatric protocol 050201,phenx calcium intake pediatric protocol 050201,patient,,,trial,,0.049523927
bilirubin in plasma,18488-7,calcium mass volume 24 hour urine,calcium,urine,mass concentration,mass volume,active,mg dl mg l,0.07001871
bilirubin in plasma,57334-5,calcium mass volume 2 hour urine,calcium,urine,mass concentration,mass volume,active,mg dl,0.07209291
bilirubin in plasma,12511-2,calcium mass volume 4 hour urine,calcium,urine,mass concentration,mass volume,active,mg dl,0.07506185
bilirubin in plasma,27373-0,calcium mass volume dialysis fluid,calcium,dial field,mass concentration,mass volume,active,mg dl,0.07000482
bilirubin in plasma,69425-7,calcium mass volume semen,calcium,semen,mass concentration,mass volume,active,mg dl,0.07175973
bilirubin in plasma,94839-8,calcium mass volume urine fetus,calcium,urine fetus,mass concentration,mass volume,active,mg dl,0.0732349
bilirubin in plasma,38250-7,calcium mass volume specimen,calcium,xxx,mass concentration,mass volume,active,mg dl,0.06546029
bilirubin in plasma,53455-2,calcium mass mass specimen,calcium,xxx,mcnt,mass mass,active,mg g,0.043229118
bilirubin in plasma,87477-6,calcium specimen,calcium,xxx,mfr,,active,,0.050122965
bilirubin in plasma,6874-2,calcium mass time 24 hour urine,calcium,urine,mrat,mass time,active,mg 24 h,0.056389596
bilirubin in plasma,16518-3,calcium mass time 2 hour urine,calcium,urine,mrat,mass time,active,mg 2 h,0.056355197
bilirubin in plasma,27091-8,calcium mass time 4 hour urine,calcium,urine,mrat,mass time,active,mg 24 h,0.053082846
bilirubin in plasma,35248-4,calcium mass mole volume 24 hour urine,calcium,urine,mass substance concentration,mass mole volume,discouraged,,0.047975056
bilirubin in plasma,25362-5,calcium mole volume 24 hour urine,calcium,urine,substance concentration,mole volume,active,mmol l,0.06474598
bilirubin in plasma,104654-9,calcium mole volume arterial blood,calcium,blda,substance concentration,mole volume,active,mmol l,0.08213652
bilirubin in plasma,42857-3,calcium mole volume venous blood,calcium,bldv,substance concentration,mole volume,active,mmol l,0.07827936
bilirubin in plasma,1998-4,calcium mole volume dialysis fluid,calcium,dial field,substance concentration,mole volume,active,mmol l,0.06263737
bilirubin in plasma,14419-6,calcium mole volume gastric fluid,calcium,gast field,substance concentration,mole volume,active,mmol l,0.06911376
bilirubin in plasma,14417-0,calcium mole volume peritoneal fluid,calcium,periton field,substance concentration,mole volume,active,mmol l,0.07280654
bilirubin in plasma,25583-6,calcium mole volume red blood cell,calcium,rbc,substance concentration,mole volume,active,mmol l,0.07874986
bilirubin in plasma,1999-2,calcium mole volume semen,calcium,semen,substance concentration,mole volume,active,mmol l,0.067906715
bilirubin in plasma,2002-4,calcium mole volume stool,calcium,stool,substance concentration,mole volume,active,mmol l,0.05720171
bilirubin in plasma,32305-5,calcium mole volume specimen,calcium,xxx,substance concentration,mole volume,active,mmol l,0.061542902
bilirubin in plasma,53502-1,calcium mole mass specimen,calcium,xxx,scnt,mole mass,active,mmol g,0.054069705
bilirubin in plasma,14637-3,calcium mole time 24 hour urine,calcium,urine,srat,mole time,active,mmol 24 h,0.06949682
bilirubin in plasma,44716-9,creatinine calcium mass ratio urine,creatinine calcium,urine,mrto,mass ratio,active,,0.06859133
bilirubin in plasma,17861-6,calcium mass volume serum plasma,calcium,serum plasma,mass concentration,mass volume,active,mg dl,0.19300422
bilirubin in plasma,27172-6,calcium mass mass 24 hour stool,calcium,stool,mcnt,mass mass,active,mg kg,0.04924116
bilirubin in plasma,35246-8,calcium mass mole volume serum plasma,calcium,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.16643047
bilirubin in plasma,42593-4,calcium mole volume capillary blood,calcium,bldc,substance concentration,mole volume,active,mmol l,0.07366279
bilirubin in plasma,54365-2,calcium mole volume cord blood,calcium,bldco,substance concentration,mole volume,active,mmol l,0.07906025
bilirubin in plasma,2000-8,calcium mole volume serum plasma,calcium,serum plasma,substance concentration,mole volume,active,mmol l meq l,0.18149048
bilirubin in plasma,53124-4,calcium mole time 1 hour urine,calcium,urine,srat,mole time,active,mmol h,0.058235876
bilirubin in plasma,9321-1,calcium creatinine mass ratio urine,calcium creatinine,urine,mrto,mass ratio,active,mg g creatinine,0.08694572
bilirubin in plasma,24518-3,calcium creatinine molar ratio urine,calcium creatinine,urine,srto,molar ratio,active,mol mol creatinine,0.08648779
bilirubin in plasma,61452-9,often orange juice drank calcium fortified past 30 day phenx,often orange juice drank calcium fortified past 30d,patient,find,phenx,trial,,0.047400262
bilirubin in plasma,49764-4,calcium mass volume amniotic fluid,calcium,amnio field,mass concentration,mass volume,active,mg dl,0.07717902
bilirubin in plasma,15155-5,calcium mass volume body fluid,calcium,body field,mass concentration,mass volume,active,mg dl,0.07604601
bilirubin in plasma,58781-6,calcium mass volume peritoneal dialysis fluid,calcium,dial field prt,mass concentration,mass volume,active,mg dl,0.07007065
bilirubin in plasma,2001-6,calcium mole volume 24 hour stool,calcium,stool,substance concentration,mole volume,active,mmol l,0.053974595
bilirubin in plasma,14415-4,calcium mole volume amniotic fluid,calcium,amnio field,substance concentration,mole volume,active,mmol l,0.07543496
bilirubin in plasma,12181-4,calcium mole volume body fluid,calcium,body field,substance concentration,mole volume,active,mmol l,0.07056691
bilirubin in plasma,1997-6,calcium mole volume cerebral spinal fluid,calcium,csf,substance concentration,mole volume,active,mmol l,0.05974193
bilirubin in plasma,49005-2,calcium mole volume peritoneal dialysis fluid,calcium,dial field prt,substance concentration,mole volume,active,mmol l,0.06427589
bilirubin in plasma,13717-4,calcium creatinine mass ratio 24 hour urine,calcium creatinine,urine,mrto,mass ratio,active,mg g creatinine,0.09339193
bilirubin in plasma,99074-7,calcium creatinine mass ratio urine fetus,calcium creatinine,urine fetus,mrto,mass ratio,active,mg mg creatinine,0.092584655
bilirubin in plasma,50839-0,calcium creatinine molar ratio 24 hour urine,calcium creatinine,urine,srto,molar ratio,active,mmol mol creatinine,0.095177785
bilirubin in plasma,13448-6,calcium osmolality ratio serum plasma,calcium osmolality,serum plasma,ratio,ratio,active,,0.18081768
bilirubin in plasma,49937-6,calcium oxalate molar ratio urine,calcium oxalate,urine,srto,molar ratio,active,,0.068762615
bilirubin in plasma,40067-1,calcium mass volume serum plasma baseline,calcium baseline,serum plasma,mass concentration,mass volume,active,mg dl,0.17538506
bilirubin in plasma,40226-3,calcium mole volume serum plasma baseline,calcium baseline,serum plasma,substance concentration,mole volume,active,mmol l,0.17424522
bilirubin in plasma,61435-4,deprecated deprecated calcium intake daily protocol phenx,calcium intake daily protocol,patient,,,deprecated,,0.046449114
bilirubin in plasma,14418-8,calcium mole volume synovial fluid,calcium,synv field,substance concentration,mole volume,active,mmol l,0.06745231
bilirubin in plasma,13444-5,calcium albumin mass ratio serum plasma,calcium albumin,serum plasma,mrto,mass ratio,active,,0.17582725
bilirubin in plasma,27037-1,calcium creatinine mass ratio 2 hour urine,calcium creatinine,urine,mrto,mass ratio,active,mg g creatinine,0.08573218
bilirubin in plasma,16526-6,calcium protein mass ratio serum plasma,calcium protein,serum plasma,mrto,mass ratio,active,,0.17429985
bilirubin in plasma,16527-4,calcium sodium mass ratio serum plasma,calcium sodium,serum plasma,mrto,mass ratio,active,,0.17723991
bilirubin in plasma,47597-0,calcium mole volume corrected total protein blood,calcium corrected total protein,blood,substance concentration,mole volume,active,mmol l,0.08597461
bilirubin in plasma,62289-4,phenx calcium intake adult protocol 050202,phenx calcium intake adult protocol 050202,patient,,,trial,,0.047179103
bilirubin in plasma,46099-8,calcium mass volume corrected albumin serum plasma,calcium corrected albumin,serum plasma,mass concentration,mass volume,active,mg dl,0.18628982
bilirubin in plasma,29265-6,calcium mole volume corrected albumin serum plasma,calcium corrected albumin,serum plasma,substance concentration,mole volume,active,mmol l,0.18247107
bilirubin in plasma,51950-4,calcium mass volume serum plasma post dialysis,calcium post dialysis,serum plasma,mass concentration,mass volume,active,mg dl,0.18963952
bilirubin in plasma,49936-8,calcium ionized calcium total corrected albumin blood,calcium ionized calcium total corrected albumin,blood,mfr,,active,,0.070218176
bilirubin in plasma,35264-1,calcium intake 24 hour,calcium intake,patient,mrat,,active,mg 24h,0.04927687
bilirubin in plasma,9049-8,calcium intake 10 hour,calcium intake,patient,srat,,active,mol 10 h,0.04739826
bilirubin in plasma,9050-6,calcium intake 12 hour,calcium intake,patient,srat,,active,mol 12 h,0.04962919
bilirubin in plasma,9048-0,calcium intake 8 hour,calcium intake,patient,srat,,active,mol 8 h,0.047413316
bilirubin in plasma,9045-6,calcium intake estimated,calcium intake,patient,sub,,active,mol,0.044948038
bilirubin in plasma,9046-4,calcium intake measured,calcium intake,patient,sub,,active,mol,0.049666278
bilirubin in plasma,38230-9,calcium ionized mass volume blood,calcium ionized,blood,mass concentration,mass volume,active,mg dl,0.095041856
bilirubin in plasma,1994-3,calcium ionized mole volume blood,calcium ionized,blood,substance concentration,mole volume,active,mmol l,0.08988834
bilirubin in plasma,74909-3,calcium oxalate dihydrate total stone,calcium oxalate dihydrate total,calculus,mfr,,active,,0.04111685
bilirubin in plasma,33789-9,calcium mole volume urine 10th specimen post xxx challenge,calcium 10th specimen post xxx challenge,urine,substance concentration,mole volume,active,mmol l,0.060573243
bilirubin in plasma,16521-7,calcium mole volume urine 3rd specimen post xxx challenge,calcium 3rd specimen post xxx challenge,urine,substance concentration,mole volume,active,mmol l,0.060439803
bilirubin in plasma,16522-5,calcium mole volume urine 4th specimen post xxx challenge,calcium 4th specimen post xxx challenge,urine,substance concentration,mole volume,active,mmol l,0.060273
bilirubin in plasma,33791-5,calcium mole volume urine 5th specimen post xxx challenge,calcium 5th specimen post xxx challenge,urine,substance concentration,mole volume,active,mmol l,0.061113086
bilirubin in plasma,33792-3,calcium mole volume urine 6th specimen post xxx challenge,calcium 6th specimen post xxx challenge,urine,substance concentration,mole volume,active,mmol l,0.06452413
bilirubin in plasma,33794-9,calcium mole volume urine 8th specimen post xxx challenge,calcium 8th specimen post xxx challenge,urine,substance concentration,mole volume,active,mmol l,0.0608768
bilirubin in plasma,33795-6,calcium mole volume urine 9th specimen post xxx challenge,calcium 9th specimen post xxx challenge,urine,substance concentration,mole volume,active,mmol l,0.063466266
bilirubin in plasma,59148-7,calcium mole volume serum plasma post dialysis,calcium post dialysis,serum plasma,substance concentration,mole volume,active,mmol l,0.18452075
bilirubin in plasma,40064-8,calcium mass volume serum plasma pre xxx challenge,calcium pre xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.17634298
bilirubin in plasma,40223-0,calcium mole volume serum plasma pre xxx challenge,calcium pre xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.17609958
